"Feature Name"|"ID"|"Class"|"County"|"State"|"Latitude"|"Longitude"|"Ele(ft)"|"Map"|"BGN Date"|"Entry Date"|
"Southwest Bay"|"618524"|"Bay"|"Berkshire"|"MA"|"420905N"|"0730308W"|"1414"|"Otis"|""|"24-FEB-1974"
"Southwest Branch Housatonic River"|"607731"|"Stream"|"Berkshire"|"MA"|"422615N"|"0731528W"|"974"|"Pittsfield West"|"01-JAN-1946"|"24-FEB-1974"
"Southwick Brook"|"607732"|"Stream"|"Berkshire"|"MA"|"423821N"|"0730630W"|"735"|"North Adams"|""|"24-FEB-1974"
"Spark Brook"|"608098"|"Stream"|"Berkshire"|"MA"|"421608N"|"0730218W"|"1165"|"Becket"|""|"24-FEB-1974"
"Spectacle Pond Brook"|"608099"|"Stream"|"Berkshire"|"MA"|"420920N"|"0730723W"|"1197"|"Otis"|""|"24-FEB-1974"
"Spectacle Ponds"|"617820"|"Lake"|"Berkshire"|"MA"|"421030N"|"0730703W"|"1411"|"Otis"|""|"24-FEB-1974"
"Sprague Number 1 Heliport"|"619214"|"Airport"|"Berkshire"|"MA"|"424315N"|"0731246W"|"676"|"Williamstown"|""|"01-AUG-1994"
"Sprague Number 2 Heliport"|"619215"|"Airport"|"Berkshire"|"MA"|"424310N"|"0731246W"|"669"|"Williamstown"|""|"01-AUG-1994"
"Springside Park"|"604026"|"Park"|"Berkshire"|"MA"|"422802N"|"0731413W"|"1145"|"Pittsfield East"|""|"27-AUG-2002"
"Spruce Corner Cemetery"|"2648306"|"Cemetery"|"Berkshire"|"MA"|"423517N"|"0725922W"|"1719"|"Plainfield"|""|"15-SEP-2010"
"Spruce Hill"|"607734"|"Summit"|"Berkshire"|"MA"|"423826N"|"0730133W"|"1978"|"North Adams"|""|"24-FEB-1974"
"Spruce Hill"|"607735"|"Summit"|"Berkshire"|"MA"|"424012N"|"0730407W"|"2549"|"North Adams"|""|"24-FEB-1974"
"Spruce Hill Trail"|"604212"|"Trail"|"Berkshire"|"MA"|"414112N"|"0725944W"|"659"|"Bristol"|""|"27-AUG-2002"
"Spurr Lake"|"607737"|"Lake"|"Berkshire"|"MA"|"420718N"|"0732427W"|"715"|"Bash Bish Falls"|"01-JAN-1897"|"24-FEB-1974"
"Squaw Peak"|"607738"|"Summit"|"Berkshire"|"MA"|"421450N"|"0732023W"|"1594"|"Great Barrington"|""|"24-FEB-1974"
"Stafford Hill"|"607739"|"Summit"|"Berkshire"|"MA"|"423405N"|"0730648W"|"1624"|"Windsor"|""|"24-FEB-1974"
"Stafford Hill Memorial"|"1978952"|"Park"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"16-JAN-2003"
"Stafford Hill Wildlife Management Area"|"598745"|"Park"|"Berkshire"|"MA"|"423415N"|"0730628W"|"1572"|"Windsor"|""|"27-AUG-2002"
"Stafford Hill Wildlife Management Area"|"618098"|"Park"|"Berkshire"|"MA"|"423430N"|"0730823W"|"988"|"Cheshire"|""|"27-AUG-2002"
"Staffords Hill Post Office (historical)"|"1975016"|"Post Office"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"15-JAN-2003"
"Staples Brook"|"607740"|"Stream"|"Berkshire"|"MA"|"423932N"|"0730256W"|"1749"|"North Adams"|""|"24-FEB-1974"
"Starrat Memorial School"|"606517"|"School"|"Berkshire"|"MA"|"423348N"|"0730928W"|"991"|"Cheshire"|""|"01-MAR-1990"
"State Line"|"607741"|"Populated Place"|"Berkshire"|"MA"|"422052N"|"0732433W"|"925"|"State Line"|""|"24-FEB-1974"
"State Line Post Office (historical)"|"1975017"|"Post Office"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"15-JAN-2003"
"Steadman Pond"|"607742"|"Reservoir"|"Berkshire"|"MA"|"421241N"|"0731200W"|"1309"|"Monterey"|""|"24-FEB-1974"
"Steadman Pond Dam"|"605123"|"Dam"|"Berkshire"|"MA"|"421242N"|"0731204W"|"1309"|"Monterey"|""|"27-AUG-2002"
"Stearns School"|"598674"|"School"|"Berkshire"|"MA"|"422615N"|"0731758W"|"1056"|"Pittsfield West"|""|"27-AUG-2002"
"Stearnsville"|"607743"|"Populated Place"|"Berkshire"|"MA"|"422625N"|"0731758W"|"1056"|"Pittsfield West"|""|"24-FEB-1974"
"Stearnsville Post Office (historical)"|"1975018"|"Post Office"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"15-JAN-2003"
"Stedman Pond"|"617476"|"Reservoir"|"Berkshire"|"MA"|"420952N"|"0731020W"|"1578"|"Monterey"|""|"24-FEB-1974"
"Stedman Pond Dam"|"605001"|"Dam"|"Berkshire"|"MA"|"420942N"|"0731028W"|"1581"|"Monterey"|""|"27-AUG-2002"
"Steeles Corners"|"1978953"|"Populated Place"|"Berkshire"|"MA"|"423938N"|"0731428W"|"869"|"Williamstown"|""|"16-JAN-2003"
"Steep Bank Brook"|"607744"|"Stream"|"Berkshire"|"MA"|"423129N"|"0730028W"|"1421"|"Windsor"|""|"24-FEB-1974"
"Sterling and Francine Clark Art Institute"|"606025"|"Building"|"Berkshire"|"MA"|"424227N"|"0731249W"|"741"|"Williamstown"|""|"27-AUG-2002"
"Steton Hall"|"1978955"|"Building"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"16-JAN-2003"
"Stevens Corner"|"607746"|"Populated Place"|"Berkshire"|"MA"|"422358N"|"0731952W"|"1217"|"Pittsfield West"|""|"24-FEB-1974"
"Stevens Pond"|"607748"|"Reservoir"|"Berkshire"|"MA"|"421048N"|"0731614W"|"1030"|"Great Barrington"|""|"24-FEB-1974"
"Stevens Pond Dam"|"605050"|"Dam"|"Berkshire"|"MA"|"421042N"|"0731558W"|"1030"|"Great Barrington"|""|"27-AUG-2002"
"Stockbridge"|"607749"|"Populated Place"|"Berkshire"|"MA"|"421715N"|"0731913W"|"823"|"Stockbridge"|""|"24-FEB-1974"
"Stockbridge Bowl"|"617370"|"Reservoir"|"Berkshire"|"MA"|"422007N"|"0731907W"|"925"|"Stockbridge"|"01-JAN-1897"|"24-FEB-1974"
"Stockbridge Bowl Dam"|"605344"|"Dam"|"Berkshire"|"MA"|"421912N"|"0731946W"|"919"|"Stockbridge"|""|"27-AUG-2002"
"Stockbridge Cemetery"|"598697"|"Cemetery"|"Berkshire"|"MA"|"421708N"|"0731908W"|"837"|"Stockbridge"|""|"27-AUG-2002"
"Stockbridge Fire Department"|"2659614"|"Building"|"Berkshire"|"MA"|"421656N"|"0731819W"|"873"|"Stockbridge"|""|"17-JAN-2011"
"Stockbridge Fire Department Station 3"|"2659615"|"Building"|"Berkshire"|"MA"|"421704N"|"0732037W"|"833"|"Stockbridge"|""|"17-JAN-2011"
"Stockbridge Fire Department Station 4"|"2659730"|"Building"|"Berkshire"|"MA"|"421856N"|"0731955W"|"886"|"Stockbridge"|""|"17-JAN-2011"
"Stockbridge Golf Course"|"1978957"|"Locale"|"Berkshire"|"MA"|"421658N"|"0731925W"|"817"|"Stockbridge"|""|"16-JAN-2003"
"Stockbridge Plains School"|"598696"|"School"|"Berkshire"|"MA"|"421653N"|"0731830W"|"837"|"Stockbridge"|""|"27-AUG-2002"
"Stockbridge Police Department"|"2754941"|"Building"|"Berkshire"|"MA"|"421652N"|"0731830W"|"833"|"Stockbridge"|""|"27-JUN-2014"
"Stockbridge Post Office"|"1978958"|"Post Office"|"Berkshire"|"MA"|"421653N"|"0731836W"|"837"|"Stockbridge"|""|"16-JAN-2003"
"Stockbridge School"|"598702"|"School"|"Berkshire"|"MA"|"421945N"|"0732053W"|"1342"|"Stockbridge"|""|"27-AUG-2002"
"Stone Hill"|"607750"|"Summit"|"Berkshire"|"MA"|"424144N"|"0731301W"|"1138"|"Williamstown"|""|"24-FEB-1974"
"Stony Brook"|"607751"|"Stream"|"Berkshire"|"MA"|"420332N"|"0732006W"|"682"|"Ashley Falls"|""|"24-FEB-1974"
"Stony Brook"|"607752"|"Stream"|"Berkshire"|"MA"|"421340N"|"0731907W"|"846"|"Great Barrington"|""|"24-FEB-1974"
"Stony Ledge"|"607753"|"Summit"|"Berkshire"|"MA"|"423837N"|"0731140W"|"2582"|"Williamstown"|"01-JAN-1897"|"24-FEB-1974"
"Stony Ledge Ski Trail"|"604037"|"Trail"|"Berkshire"|"MA"|"423839N"|"0731226W"|"1624"|"Williamstown"|""|"27-AUG-2002"
"Stop and Shop Plaza Shopping Center"|"1978959"|"Locale"|"Berkshire"|"MA"|"422802N"|"0731203W"|"997"|"Pittsfield East"|""|"16-JAN-2003"
"Stritch Sculpture Garden"|"606014"|"Park"|"Berkshire"|"MA"|"422629N"|"0730618W"|"1572"|"Peru"|""|"27-AUG-2002"
"Sugarloaf"|"607754"|"Summit"|"Berkshire"|"MA"|"423535N"|"0731318W"|"1985"|"Cheshire"|""|"24-FEB-1974"
"Summer Street Historic District"|"1978960"|"Park"|"Berkshire"|"MA"|"423707N"|"0730703W"|"833"|"Windsor"|""|"16-JAN-2003"
"Susan B Anthony"|"606021"|"Building"|"Berkshire"|"MA"|"423546N"|"0730537W"|"1581"|"Windsor"|""|"27-AUG-2002"
"Susan B Anthony Birthplace"|"1978961"|"Locale"|"Berkshire"|"MA"|"423656N"|"0730608W"|"1043"|"Windsor"|""|"16-JAN-2003"
"Susan B Anthony Homestead"|"1978962"|"Locale"|"Berkshire"|"MA"|"423728N"|"0730618W"|"958"|"Windsor"|""|"16-JAN-2003"
"Susan B Anthony Resource Center"|"2344869"|"Building"|"Berkshire"|"MA"|"423539N"|"0730655W"|"1165"|"Windsor"|""|"23-AUG-2007"
"Swann Brook"|"607755"|"Stream"|"Berkshire"|"MA"|"421058N"|"0731418W"|"1155"|"Monterey"|""|"24-FEB-1974"
"Sweet Brook"|"607756"|"Stream"|"Berkshire"|"MA"|"424116N"|"0731345W"|"833"|"Williamstown"|""|"24-FEB-1974"
"Sweet Brook Nursing Home"|"1978963"|"Building"|"Berkshire"|"MA"|"424037N"|"0731410W"|"942"|"Williamstown"|""|"16-JAN-2003"
"Sweet Corners Post Office (historical)"|"1975019"|"Post Office"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"15-JAN-2003"
"Sweets Corner"|"607757"|"Populated Place"|"Berkshire"|"MA"|"424042N"|"0731238W"|"755"|"Williamstown"|""|"24-FEB-1974"
"Sykes Brook"|"607758"|"Stream"|"Berkshire"|"MA"|"422456N"|"0731412W"|"955"|"Pittsfield East"|""|"24-FEB-1974"
"Sykes Mountain"|"617957"|"Summit"|"Berkshire"|"MA"|"422415N"|"0731253W"|"1719"|"Pittsfield East"|""|"24-FEB-1974"
"Tabernacle Baptist Church"|"1978964"|"Church"|"Berkshire"|"MA"|"422618N"|"0731747W"|"1060"|"Pittsfield West"|""|"16-JAN-2003"
"Taconic Golf Course"|"1978965"|"Locale"|"Berkshire"|"MA"|"424216N"|"0731216W"|"682"|"Williamstown"|""|"16-JAN-2003"
"Taconic High School"|"598684"|"School"|"Berkshire"|"MA"|"422734N"|"0731623W"|"1129"|"Pittsfield West"|""|"27-AUG-2002"
"Taconic High School Resource Center"|"2344878"|"Building"|"Berkshire"|"MA"|"422732N"|"0731624W"|"1125"|"Pittsfield West"|""|"23-AUG-2007"
"Taconic Range"|"617999"|"Range"|"Berkshire"|"MA"|"422537N"|"0732137W"|"1460"|"Pittsfield West"|"01-JAN-1897"|"24-FEB-1974"
"Taconic Skyline Trail"|"604063"|"Trail"|"Berkshire"|"MA"|"422817N"|"0732043W"|"1690"|"Pittsfield West"|""|"27-AUG-2002"
"Taconic Trail State Park"|"598654"|"Park"|"Berkshire"|"MA"|"424300N"|"0731558W"|"1470"|"Berlin"|""|"27-AUG-2002"
"Talcott Cemetery"|"618100"|"Cemetery"|"Berkshire"|"MA"|"423152N"|"0731349W"|"1152"|"Cheshire"|""|"27-AUG-2002"
"Tanglewood"|"598753"|"Populated Place"|"Berkshire"|"MA"|"422050N"|"0731833W"|"1089"|"Stockbridge"|""|"27-AUG-2002"
"Tanglewood Auditorium"|"604058"|"Building"|"Berkshire"|"MA"|"422059N"|"0731836W"|"1102"|"Stockbridge"|""|"27-AUG-2002"
"Tannery Brook"|"607962"|"Stream"|"Berkshire"|"MA"|"423745N"|"0725958W"|"1257"|"Rowe"|""|"24-FEB-1974"
"Tannery Falls"|"607759"|"Falls"|"Berkshire"|"MA"|"423728N"|"0730012W"|"1358"|"Windsor"|""|"24-FEB-1974"
"Tannery Pond"|"607760"|"Lake"|"Berkshire"|"MA"|"423741N"|"0730015W"|"1470"|"North Adams"|""|"24-FEB-1974"
"The Bellows Pipe"|"619255"|"Gap"|"Berkshire"|"MA"|"423836N"|"0730856W"|"2310"|"Williamstown"|""|"24-FEB-1974"
"The Boulders"|"1978966"|"Populated Place"|"Berkshire"|"MA"|"422829N"|"0731201W"|"1043"|"Pittsfield East"|""|"16-JAN-2003"
"The Boulders"|"607324"|"Summit"|"Berkshire"|"MA"|"422900N"|"0731148W"|"1348"|"Pittsfield East"|""|"24-FEB-1974"
"The Cascade"|"607343"|"Rapids"|"Berkshire"|"MA"|"424105N"|"0730752W"|"1070"|"Williamstown"|""|"24-FEB-1974"
"The Center at Lenox"|"603534"|"Locale"|"Berkshire"|"MA"|"422254N"|"0731629W"|"1345"|"Pittsfield West"|""|"27-AUG-2002"
"The Center at Lenox Shopping Center"|"1978967"|"Locale"|"Berkshire"|"MA"|"422253N"|"0731628W"|"1345"|"Pittsfield West"|""|"16-JAN-2003"
"The Church of Jesus Christ of Latter Day Saints"|"1978681"|"Church"|"Berkshire"|"MA"|"422505N"|"0731336W"|"1020"|"Pittsfield East"|""|"16-JAN-2003"
"The Cobble"|"606501"|"Summit"|"Berkshire"|"MA"|"423948N"|"0731319W"|"1280"|"Williamstown"|""|"01-MAR-1990"
"The Cobble"|"607362"|"Summit"|"Berkshire"|"MA"|"422400N"|"0731715W"|"1529"|"Pittsfield West"|""|"24-FEB-1974"
"The Cobbles"|"607361"|"Summit"|"Berkshire"|"MA"|"423252N"|"0730853W"|"1831"|"Cheshire"|""|"24-FEB-1974"
"The Cove"|"608031"|"Basin"|"Berkshire"|"MA"|"422200N"|"0730418W"|"1489"|"Becket"|""|"24-FEB-1974"
"The Cove"|"1978968"|"Reservoir"|"Berkshire"|"MA"|"421225N"|"0732102W"|"676"|"Great Barrington"|""|"16-JAN-2003"
"The Fair Shopping Center"|"603536"|"Locale"|"Berkshire"|"MA"|"421050N"|"0732158W"|"679"|"Great Barrington"|""|"27-AUG-2002"
"The Gulf"|"607452"|"Gap"|"Berkshire"|"MA"|"422920N"|"0731110W"|"1227"|"Pittsfield East"|""|"24-FEB-1974"
"The Highcroft School"|"1978969"|"School"|"Berkshire"|"MA"|"424156N"|"0731242W"|"745"|"Williamstown"|""|"16-JAN-2003"
"The Hopper"|"607477"|"Basin"|"Berkshire"|"MA"|"423856N"|"0731054W"|"1394"|"Williamstown"|""|"24-FEB-1974"
"The Marian Fathers Monastery"|"598695"|"Church"|"Berkshire"|"MA"|"421725N"|"0731843W"|"1030"|"Stockbridge"|""|"27-AUG-2002"
"The Marsh"|"607571"|"Swamp"|"Berkshire"|"MA"|"422147N"|"0731756W"|"1037"|"Stockbridge"|""|"24-FEB-1974"
"The Noppet"|"607609"|"Summit"|"Berkshire"|"MA"|"423315N"|"0731452W"|"1755"|"Cheshire"|""|"24-FEB-1974"
"The Notch"|"607619"|"Valley"|"Berkshire"|"MA"|"424155N"|"0730811W"|"666"|"Williamstown"|""|"24-FEB-1974"
"The Pinacle"|"598530"|"Summit"|"Berkshire"|"MA"|"421134N"|"0730600W"|"1562"|"Otis"|""|"24-FEB-1974"
"The Pinnacle"|"607640"|"Summit"|"Berkshire"|"MA"|"421915N"|"0731523W"|"1214"|"Stockbridge"|""|"24-FEB-1974"
"The Pinnacle"|"607641"|"Summit"|"Berkshire"|"MA"|"423117N"|"0732013W"|"1709"|"Hancock"|""|"24-FEB-1974"
"The Pinnacle"|"607642"|"Summit"|"Berkshire"|"MA"|"423640N"|"0730808W"|"1273"|"Cheshire"|""|"24-FEB-1974"
"The Pittsfield Plaza"|"603535"|"Locale"|"Berkshire"|"MA"|"422643N"|"0731639W"|"1007"|"Pittsfield West"|""|"27-AUG-2002"
"The Pork Barrel"|"618522"|"Lake"|"Berkshire"|"MA"|"420907N"|"0730327W"|"1421"|"Otis"|""|"24-FEB-1974"
"The Spruces Mobile Home Park"|"1978970"|"Populated Place"|"Berkshire"|"MA"|"424215N"|"0731048W"|"607"|"Williamstown"|""|"16-JAN-2003"
"The Tomb Cemetery"|"598743"|"Cemetery"|"Berkshire"|"MA"|"423429N"|"0730250W"|"1860"|"Windsor"|""|"27-AUG-2002"
"Theodore Herberg Middle School"|"606642"|"School"|"Berkshire"|"MA"|"422603N"|"0731431W"|"981"|"Pittsfield East"|""|"01-APR-1990"
"Thiel Farm"|"606490"|"Locale"|"Berkshire"|"MA"|"423847N"|"0730740W"|"1283"|"Williamstown"|""|"01-MAR-1990"
"Thomas Brook"|"608102"|"Stream"|"Berkshire"|"MA"|"421422N"|"0730702W"|"1322"|"Otis"|""|"24-FEB-1974"
"Thomas Island"|"607761"|"Cape"|"Berkshire"|"MA"|"422841N"|"0731628W"|"1093"|"Pittsfield West"|""|"24-FEB-1974"
"Thomas Pond"|"608103"|"Lake"|"Berkshire"|"MA"|"421450N"|"0730633W"|"1529"|"Otis"|""|"24-FEB-1974"
"Thompson Brook"|"607762"|"Stream"|"Berkshire"|"MA"|"423732N"|"0731348W"|"1050"|"Williamstown"|""|"24-FEB-1974"
"Thompson Memorial Chapel"|"1978971"|"Church"|"Berkshire"|"MA"|"424245N"|"0731208W"|"702"|"Williamstown"|""|"16-JAN-2003"
"Thorp Brook"|"608104"|"Stream"|"Berkshire"|"MA"|"420349N"|"0730338W"|"712"|"Tolland Center"|""|"24-FEB-1974"
"Thousand Acre Site Number 1 Dam"|"604733"|"Dam"|"Berkshire"|"MA"|"420400N"|"0731240W"|"1384"|"South Sandisfield"|""|"27-AUG-2002"
"Thousand Acre Swamp"|"607763"|"Swamp"|"Berkshire"|"MA"|"420428N"|"0731154W"|"1407"|"South Sandisfield"|""|"24-FEB-1974"
"Thousand Acre Swamp Reservoir"|"604734"|"Reservoir"|"Berkshire"|"MA"|"420411N"|"0731222W"|"1398"|"South Sandisfield"|""|"27-AUG-2002"
"Three Mile Hill"|"607764"|"Summit"|"Berkshire"|"MA"|"421408N"|"0731958W"|"1001"|"Great Barrington"|""|"24-FEB-1974"
"Threemile Pond"|"607765"|"Lake"|"Berkshire"|"MA"|"420822N"|"0731833W"|"906"|"Great Barrington"|""|"24-FEB-1974"
"Threemile Pond"|"604931"|"Reservoir"|"Berkshire"|"MA"|"420806N"|"0731828W"|"899"|"Great Barrington"|""|"27-AUG-2002"
"Threemile Pond Dam"|"604932"|"Dam"|"Berkshire"|"MA"|"420806N"|"0731828W"|"899"|"Great Barrington"|""|"27-AUG-2002"
"Thunder Brook"|"607766"|"Stream"|"Berkshire"|"MA"|"423349N"|"0731025W"|"1135"|"Cheshire"|""|"24-FEB-1974"
"Thunderbolt Ski Trail"|"604032"|"Trail"|"Berkshire"|"MA"|"423815N"|"0730907W"|"1834"|"Williamstown"|""|"27-AUG-2002"
"Tilden Swamp"|"607767"|"Swamp"|"Berkshire"|"MA"|"422956N"|"0731937W"|"1982"|"Pittsfield West"|""|"24-FEB-1974"
"Tilton Brook"|"607965"|"Stream"|"Berkshire"|"MA"|"423443N"|"0725924W"|"1460"|"Plainfield"|""|"24-FEB-1974"
"Tom Ball Brook"|"607768"|"Stream"|"Berkshire"|"MA"|"421535N"|"0732511W"|"860"|"State Line"|""|"24-FEB-1974"
"Tom Ball Mountain"|"607769"|"Summit"|"Berkshire"|"MA"|"421609N"|"0732401W"|"1929"|"State Line"|""|"24-FEB-1974"
"Tophet Brook"|"607770"|"Stream"|"Berkshire"|"MA"|"423740N"|"0730656W"|"761"|"North Adams"|""|"24-FEB-1974"
"Tower Brook"|"607771"|"Stream"|"Berkshire"|"MA"|"423928N"|"0730139W"|"1463"|"North Adams"|""|"24-FEB-1974"
"Tower Brook"|"607969"|"Stream"|"Berkshire"|"MA"|"423124N"|"0725930W"|"1499"|"Plainfield"|""|"24-FEB-1974"
"Tower Mountain"|"607772"|"Summit"|"Berkshire"|"MA"|"422954N"|"0731953W"|"2188"|"Pittsfield West"|""|"24-FEB-1974"
"Town Brook"|"607773"|"Stream"|"Berkshire"|"MA"|"423002N"|"0731418W"|"1106"|"Cheshire"|"01-JAN-1946"|"24-FEB-1974"
"Town Crest Village"|"607774"|"Populated Place"|"Berkshire"|"MA"|"423441N"|"0730901W"|"1014"|"Cheshire"|""|"24-FEB-1974"
"Town Hill"|"607775"|"Summit"|"Berkshire"|"MA"|"420827N"|"0730805W"|"1768"|"Monterey"|""|"24-FEB-1974"
"Town of Adams"|"619415"|"Civil"|"Berkshire"|"MA"|"423737N"|"0730707W"|"807"|"North Adams"|""|"27-AUG-2002"
"Town of Alford"|"618263"|"Civil"|"Berkshire"|"MA"|"421455N"|"0732533W"|"988"|"Egremont"|""|"27-AUG-2002"
"Town of Becket"|"619416"|"Civil"|"Berkshire"|"MA"|"421706N"|"0730500W"|"1749"|"Becket"|"01-JAN-1965"|"27-AUG-2002"
"Town of Cheshire"|"618264"|"Civil"|"Berkshire"|"MA"|"423350N"|"0730904W"|"961"|"Cheshire"|""|"27-AUG-2002"
"Town of Clarksburg"|"619417"|"Civil"|"Berkshire"|"MA"|"424336N"|"0730632W"|"1286"|"North Adams"|""|"27-AUG-2002"
"Town of Dalton"|"619418"|"Civil"|"Berkshire"|"MA"|"422846N"|"0730912W"|"1145"|"Pittsfield East"|""|"27-AUG-2002"
"Town of Egremont"|"618265"|"Civil"|"Berkshire"|"MA"|"421013N"|"0732622W"|"856"|"Egremont"|""|"27-AUG-2002"
"Town of Florida"|"619419"|"Civil"|"Berkshire"|"MA"|"424049N"|"0730052W"|"1775"|"North Adams"|""|"27-AUG-2002"
"Town of Great Barrington"|"619420"|"Civil"|"Berkshire"|"MA"|"421240N"|"0732030W"|"702"|"Great Barrington"|""|"27-AUG-2002"
"Town of Hancock"|"619421"|"Civil"|"Berkshire"|"MA"|"423153N"|"0731911W"|"1827"|"Hancock"|""|"27-AUG-2002"
"Town of Hinsdale"|"618266"|"Civil"|"Berkshire"|"MA"|"422605N"|"0730648W"|"1437"|"Peru"|""|"27-AUG-2002"
"Town of Lanesborough"|"618267"|"Civil"|"Berkshire"|"MA"|"423154N"|"0731422W"|"1276"|"Cheshire"|""|"27-AUG-2002"
"Town of Lee"|"618268"|"Civil"|"Berkshire"|"MA"|"421807N"|"0731403W"|"932"|"East Lee"|""|"27-AUG-2002"
"Town of Lenox"|"618269"|"Civil"|"Berkshire"|"MA"|"422218N"|"0731634W"|"1342"|"Stockbridge"|""|"27-AUG-2002"
"Town of Monterey"|"618270"|"Civil"|"Berkshire"|"MA"|"421126N"|"0731339W"|"1437"|"Monterey"|""|"27-AUG-2002"
"Town of Mount Washington"|"618271"|"Civil"|"Berkshire"|"MA"|"420538N"|"0732758W"|"1549"|"Bash Bish Falls"|""|"27-AUG-2002"
"Town of New Ashford"|"598751"|"Civil"|"Berkshire"|"MA"|"423631N"|"0731326W"|"1604"|"Cheshire"|""|"27-AUG-2002"
"Town of New Marlborough"|"618272"|"Civil"|"Berkshire"|"MA"|"420603N"|"0731424W"|"1132"|"South Sandisfield"|""|"27-AUG-2002"
"Town of Otis"|"619422"|"Civil"|"Berkshire"|"MA"|"421214N"|"0730508W"|"1473"|"Otis"|""|"27-AUG-2002"
"Town of Peru"|"619423"|"Civil"|"Berkshire"|"MA"|"422545N"|"0730224W"|"2103"|"Peru"|""|"27-AUG-2002"
"Town of Richmond"|"619425"|"Civil"|"Berkshire"|"MA"|"422313N"|"0732133W"|"1056"|"Pittsfield West"|""|"27-AUG-2002"
"Town of Sandisfield"|"619426"|"Civil"|"Berkshire"|"MA"|"420630N"|"0730722W"|"1401"|"Tolland Center"|""|"27-AUG-2002"
"Town of Savoy"|"619427"|"Civil"|"Berkshire"|"MA"|"423547N"|"0730110W"|"2201"|"Windsor"|""|"27-AUG-2002"
"Town of Sheffield"|"619428"|"Civil"|"Berkshire"|"MA"|"420607N"|"0732136W"|"679"|"Ashley Falls"|""|"27-AUG-2002"
"Town of Stockbridge"|"618274"|"Civil"|"Berkshire"|"MA"|"421809N"|"0731928W"|"889"|"Stockbridge"|""|"27-AUG-2002"
"Town of Tyringham"|"619429"|"Civil"|"Berkshire"|"MA"|"421450N"|"0731151W"|"1083"|"Monterey"|""|"27-AUG-2002"
"Town of Washington"|"618275"|"Civil"|"Berkshire"|"MA"|"422156N"|"0730918W"|"1900"|"East Lee"|""|"27-AUG-2002"
"Town of West Stockbridge"|"618276"|"Civil"|"Berkshire"|"MA"|"421837N"|"0732318W"|"1594"|"State Line"|""|"27-AUG-2002"
"Town of Williamstown"|"619430"|"Civil"|"Berkshire"|"MA"|"424105N"|"0731342W"|"958"|"Williamstown"|""|"27-AUG-2002"
"Town of Windsor"|"619431"|"Civil"|"Berkshire"|"MA"|"423049N"|"0730236W"|"2047"|"Windsor"|""|"27-AUG-2002"
"Townhouse Hill"|"607776"|"Summit"|"Berkshire"|"MA"|"421010N"|"0732608W"|"925"|"Egremont"|""|"24-FEB-1974"
"Tracy Brook"|"607777"|"Stream"|"Berkshire"|"MA"|"422445N"|"0731900W"|"1129"|"Pittsfield West"|""|"24-FEB-1974"
"Tracy Brook"|"607972"|"Stream"|"Berkshire"|"MA"|"422527N"|"0730504W"|"1509"|"Peru"|""|"24-FEB-1974"
"Tracy Pond"|"607973"|"Lake"|"Berkshire"|"MA"|"422500N"|"0730433W"|"1549"|"Peru"|""|"24-FEB-1974"
"Trail Head Picnic Area"|"604220"|"Park"|"Berkshire"|"MA"|"424215N"|"0725702W"|"1004"|"Rowe"|""|"27-AUG-2002"
"Trinity Church"|"1978972"|"Church"|"Berkshire"|"MA"|"422116N"|"0731654W"|"1260"|"Stockbridge"|""|"16-JAN-2003"
"Trinity Lutheran Church"|"1978973"|"Church"|"Berkshire"|"MA"|"421141N"|"0732142W"|"705"|"Great Barrington"|""|"16-JAN-2003"
"Trout Brook"|"607974"|"Stream"|"Berkshire"|"MA"|"422630N"|"0725941W"|"1532"|"Worthington"|""|"24-FEB-1974"
"Trout Pond Dam"|"607778"|"Dam"|"Berkshire"|"MA"|"420602N"|"0732423W"|"705"|"Bash Bish Falls"|""|"24-FEB-1974"
"Truth Tabernacle United Church"|"1978974"|"Church"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"16-JAN-2003"
"Tucker School (historical)"|"606649"|"School"|"Berkshire"|"MA"|"422722N"|"0731528W"|"1024"|"Pittsfield West"|""|"27-AUG-2002"
"Tully Mountain"|"598528"|"Summit"|"Berkshire"|"MA"|"422625N"|"0730938W"|"2073"|"Pittsfield East"|""|"24-FEB-1974"
"Tunnel Brook"|"607779"|"Stream"|"Berkshire"|"MA"|"424029N"|"0730530W"|"846"|"North Adams"|""|"24-FEB-1974"
"Turner Trail"|"604064"|"Trail"|"Berkshire"|"MA"|"422944N"|"0731818W"|"1660"|"Pittsfield West"|""|"27-AUG-2002"
"Tuttle Brook"|"607976"|"Stream"|"Berkshire"|"MA"|"422250N"|"0725830W"|"942"|"Worthington"|""|"24-FEB-1974"
"Twin Cascade"|"607780"|"Falls"|"Berkshire"|"MA"|"424035N"|"0730008W"|"1053"|"North Adams"|""|"24-FEB-1974"
